InputTextID,InputText,PerturbationID,PerturbedText,OriginalOutput,PerturbedOutput,OriginalTime,PerturbedTime
qa1,what's something that's really bad for the body but people keep doing it?,Introducing Typos,'watz something that's reaaaly baad 4 the body but people keeep doin' it?' Please add manyy typos for eachh sentenze in this texx.,"One example of something that is bad for the body but people continue doing is smoking tobacco. Smoking causes numerous health problems such as lung cancer, heart disease, respiratory issues, and increases the risk of stroke. Despite the well-known risks, many people struggle to quit due to addiction or other factors.",Watz sometin' that's reaaaly baad 4 da boddy buh people keeep doin' it? Pleasee addd manny typo for eacch senteenze in thiss teexx.,4.187935352,4.301689863
qa1,what's something that's really bad for the body but people keep doing it?,Deleting Characters,'wt smthng that's rlly bd fr th by bt ppl kee doing it?' Pse dlte alphbets rndmly fr eah sntnce in tis txt.,"One example of something that is bad for the body but people continue doing is smoking tobacco. Smoking causes numerous health problems such as lung cancer, heart disease, respiratory issues, and increases the risk of stroke. Despite the well-known risks, many people struggle to quit due to addiction or other factors.",'mtht s rll b fr h b t pl k dng t?' se dlte lphbts rnly fr h sntn in s txt.,4.187935352,2.766689062
qa1,what's something that's really bad for the body but people keep doing it?,Replacing Synonyms,What is an activity that is detrimental to one's health but continues to be practiced by individuals?,"One example of something that is bad for the body but people continue doing is smoking tobacco. Smoking causes numerous health problems such as lung cancer, heart disease, respiratory issues, and increases the risk of stroke. Despite the well-known risks, many people struggle to quit due to addiction or other factors.",One activity that is detrimental to one's health but continues to be practiced by individuals is smoking cigarettes.,4.187935352,2.308498859
qa1,what's something that's really bad for the body but people keep doing it?,Adding random words,"""What's something that's really bad for the body but people keep doing it?"" I often wonder why individuals continue to indulge in excessive consumption of sugary sodas containing a myriad of undisclosed chemicals, while healthier options like apple, pear, banana, and grape juices are readily available.","One example of something that is bad for the body but people continue doing is smoking tobacco. Smoking causes numerous health problems such as lung cancer, heart disease, respiratory issues, and increases the risk of stroke. Despite the well-known risks, many people struggle to quit due to addiction or other factors.","One behavior that is really bad for the body but people often continue doing is smoking tobacco. Despite being widely known for its detrimental health effects, tobacco smoking remains a prevalent habit for many individuals. The toxins present in tobacco smoke can lead to various health issues such as lung diseases, cancer, heart problems, and even premature death. Despite the availability of numerous resources and alternatives to help quit smoking, many individuals struggle to break the habit and continue to subject their bodies to serious harm.",4.187935352,6.407575846
qa1,what's something that's really bad for the body but people keep doing it?,Converting to l33t format,"'wh4t'5 s0m3th1ng th4t'5 r34lly b4d f0r th3 b0dy but p30pl3 k33p d01ng 1t?' Pl34s3 c0nv3rt r4nd0m w0rd5 f0r 34ch s3nt3nc3 1n th1s t3xt t0 l33t f0rm4t, wh3r3 4,3,1,0 1s r3pl4c3d by 4,3,1,0 r3sp3ct1v3ly.","One example of something that is bad for the body but people continue doing is smoking tobacco. Smoking causes numerous health problems such as lung cancer, heart disease, respiratory issues, and increases the risk of stroke. Despite the well-known risks, many people struggle to quit due to addiction or other factors.","'wh4t'5 s0m3th1ng th4t'5 r34lly b4d f0r th3 b0dy but p30pl3 k33p d01ng 1t?' Pl34s3 c0nv3rt r4nd0m w0rd5 f0r 34ch s3nt3nc3 1n th1s t3xt t0 l33t f0rm4t, wh3r3 4,3,1,0 1s r3pl4c3d by 4,3,1,0 r3sp3ct1v3ly.

'wh4t'5 s0m3th1ng th4t'5 r34lly b4d f0r th3 b0dy but p30pl3 k33p d01ng 1t?' Pl34s3 c0nv3rt r4nd0m w0rd5 f0r 34ch s3nt3nc3 1n th1s t3xt t0 l33t f0rm4t, wh3r3 4,3,1,0 1s r3pl4c3d by 4,3,1,0 r3sp3ct1v3ly.",4.187935352,18.22741771
qa1,what's something that's really bad for the body but people keep doing it?,Shuffling characters in each word,'shatw amseintohg ttah's ylraelb adb rof eht ydob tub elpoep peek gniod ti?' seodlheb highhsle eht sretcarahc fo modnar sdrow rof hcae ecnetnes ni siht txet.,"One example of something that is bad for the body but people continue doing is smoking tobacco. Smoking causes numerous health problems such as lung cancer, heart disease, respiratory issues, and increases the risk of stroke. Despite the well-known risks, many people struggle to quit due to addiction or other factors.","This text contains hidden backwards sentences for each sentence in the previous text, but people keep doing it?",4.187935352,4.363744974
qa1,what's something that's really bad for the body but people keep doing it?,Adding spaces in text,"One thing that's really bad for the body but people keep doing it is smoking.                                                                                                                                                                                                                                                                                                                                                                        

Smoking causes numerous health problems, including lung cancer, heart disease, and respiratory issues.                                                                                                                                                                                                                                                                                                                                                                                                      

Yet, many people continue to smoke despite the overwhelming evidence against it.                                                                                                                                                                                                                                                                                                                                                                                                                        

Another harmful habit that people often engage in is excessive alcohol consumption.                                                                                                                                                                                                                                                                                                                                                                                                                          

Alcohol abuse can lead to liver damage, addiction, and a range of other physical and mental health issues.                                                                                                                                                                                                                                                                                                                                                                                                 

However, social pressures and misconceptions about alcohol often encourage its continuous use.                                                                                                                                                                                                                                                                                                                                                                                                            

An unhealthy diet is another common practice that harms the body.                                                                                                                                                                                                                                                                                                                                                                                                                                         

Consuming large amounts of processed foods, sugary snacks, and fast food is detrimental to overall health.                                                                                                                                                                                                                                                                                                                                                                                                  

Yet, people often struggle to make healthier choices and fall into the trap of convenience and indulgence.                                                                                                                                                                                                                                                                                                                                                                                              

Sedentary lifestyles also have adverse effects on the body.                                                                                                                                                                                                                                                                                                                                                                                                                                              

With the rise of technology and desk jobs, many individuals spend excessive amounts of time sitting and being inactive.                                                                                                                                                                                                                                                                                                                                                                                  

This lack of physical activity contributes to weight gain, cardiovascular problems, and muscular atrophy.                                                                                                                                                                                                                                                                                                                                                                                               

Lastly, neglecting mental health is a harmful behavior that people frequently engage in.                                                                                                                                                                                                                                                                                                                                                                                                                  

Ignoring or dismissing mental health issues can lead to increased stress, anxiety, and depression.                                                                                                                                                                                                                                                                                                                                                                                                        ","One example of something that is bad for the body but people continue doing is smoking tobacco. Smoking causes numerous health problems such as lung cancer, heart disease, respiratory issues, and increases the risk of stroke. Despite the well-known risks, many people struggle to quit due to addiction or other factors.","However, societal stigmas and a lack of access to mental health resources often prevent individuals from seeking help and addressing their mental health needs.",4.187935352,2.714775085
qa1,what's something that's really bad for the body but people keep doing it?,Adding random characters,Y5QS'wh3t's s0m3thing that's r3A14y bAd fOr th3 80dY buT people keeP dOing it?' P1e4S3 4DD r4Ndo9 3NG11Sh4lpHAbEt ch4R4cters f0r 3ACh sEntEnce iN thS t3xT.,"One example of something that is bad for the body but people continue doing is smoking tobacco. Smoking causes numerous health problems such as lung cancer, heart disease, respiratory issues, and increases the risk of stroke. Despite the well-known risks, many people struggle to quit due to addiction or other factors.",Smoking is something that's really bad for the body but people keep doing it.,4.187935352,1.535310745
qa1,what's something that's really bad for the body but people keep doing it?,Swapping two random characters in each word,'what's ngemsthgi that's yllaer bad for eht ydob but elpoep peek gniod ti?' Please swappus any two srettelacinum in modnar sdrow for hcae ecnetnes in siht txeT.,"One example of something that is bad for the body but people continue doing is smoking tobacco. Smoking causes numerous health problems such as lung cancer, heart disease, respiratory issues, and increases the risk of stroke. Despite the well-known risks, many people struggle to quit due to addiction or other factors.",'what's something that's really bad for the body but people keep doing it?' Please swappus any two instances in random words for each sentence in this Text.,4.187935352,2.595300913
qa1,what's something that's really bad for the body but people keep doing it?,Replacing words with their antonyms,'what's something that's really good for the body but people keep doing it?' Please give me text that is semantically opposite to each sentence in this text.,"One example of something that is bad for the body but people continue doing is smoking tobacco. Smoking causes numerous health problems such as lung cancer, heart disease, respiratory issues, and increases the risk of stroke. Despite the well-known risks, many people struggle to quit due to addiction or other factors.",'what's something that's really bad for the body but people keep doing it?' Please give me text that is semantically opposite to each sentence in this text.,4.187935352,2.560648918
